movie_clip,valence,arousal,true_val,val_bin_pred,aro_bin_pred,audio_val,val_actual,aro_actual,video_val,,Music Probability,,Correct measure,Match true_val,Correct measure corresponding output,voice_ratio,voice_ratio_updated (>20%),audio_val_actual,
TheFaultInOurStars_030,0.94,0.94,high,0.54,0.46,high,0.8,0.88,high,,0.809,,audio_val,stays,high,0,0,low,
TheFaultInOurStars_031,0.59,0.31,high,0.36,0.19,low,0.8,0.78,high,,0.774,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_032,0.41,0.69,low,0.23,0.35,low,0.62,0.69,high,,0.037,,video_val,stays,high,0.465522333,0.465522333,high,
TheFaultInOurStars_033,0.59,0.38,high,0.33,0.34,low,0.63,0.85,high,,0.689,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_034,0.84,0.31,high,0.53,0.4,high,0.8,0.88,high,,0.291,,video_val,stays,high,0.236875396,0.236875396,high,
TheFaultInOurStars_035,0.84,0.56,high,0.54,0.47,high,0.8,0.88,high,,0.476,,video_val,stays,high,0.415119522,0.415119522,high,
TheFaultInOurStars_036,0.88,0.81,high,0.76,0.69,high,0.67,0.78,high,,0.528,,audio_val,stays,high,0,0,low,
TheFaultInOurStars_037,0.66,0.56,high,0.54,0.5,high,0.8,0.78,high,,0,,video_val,stays,high,0.252091469,0.252091469,high,
TheFaultInOurStars_038,0.66,0.38,high,0.34,0.75,low,0.7,0.74,high,,0.865,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_039,0.91,0.81,high,0.79,0.75,high,0.8,0.78,high,,0.759,,audio_val,stays,high,0,0,low,
TheFaultInOurStars_040,0.88,0.5,high,0.45,0.36,low,0.62,0.69,high,,0.788,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_041,0.88,0.12,high,0.44,0.52,low,0.67,0.78,high,,0.808,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_042,0.66,0.25,high,0.49,0.47,low,0.8,0.88,high,,0.904,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_043,0.78,0.31,high,0.65,0.52,high,0.7,0.74,high,,0.055,,video_val,stays,high,0.245535961,0.245535961,high,
TheFaultInOurStars_044,0.69,0.25,high,0.46,0.35,low,0.7,0.74,high,,0.608,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_045,0.47,0.25,low,0.39,0.26,low,0.8,0.88,high,,0.367,,video_val,stays,high,0.55930962,0.55930962,high,
TheFaultInOurStars_046,0.78,0.31,high,0.51,0.35,high,0.7,0.74,high,,0.767,,audio_val,stays,high,0,0,low,
TheFaultInOurStars_047,0.66,0.31,high,0.32,0.28,low,0.67,0.78,high,,0.663,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_048,0.94,0.5,high,0.39,0.47,low,0.67,0.78,high,,0.747,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_049,0.88,0.31,high,0.62,0.84,high,0.8,0.88,high,,0.738,,audio_val,stays,high,0,0,low,
TheFaultInOurStars_050,0.88,0.19,high,0.62,0.47,high,0.8,0.78,high,,0.897,,audio_val,stays,high,0,0,low,
TheFaultInOurStars_051,0.81,0.75,high,0.85,0.71,high,0.8,0.78,high,,0.316,,video_val,stays,high,0.59018366,0.59018366,high,
TheFaultInOurStars_052,0.38,0.69,low,0.5,0.66,low,0.8,0.88,high,,0.357,,video_val,stays,high,0.394321382,0.394321382,high,
TheFaultInOurStars_053,0.97,0.56,high,0.49,0.54,low,0.8,0.88,high,,0.797,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_054,0.97,0.44,high,0.56,0.41,high,0.67,0.78,high,,0.367,,video_val,stays,high,0.223918171,0.223918171,high,
TheFaultInOurStars_055,0.62,0.19,high,0.42,0.03,low,0.7,0.74,high,,0.65,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_056,0.84,0.5,high,0.66,0.52,high,0.8,0.88,high,,0.674,,audio_val,stays,high,0,0,low,
TheFaultInOurStars_057,0.91,0.44,high,0.3,0.21,low,0.8,0.88,high,,0.594,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_058,0.75,0.06,high,0.4,0.41,low,0.8,0.88,high,,0.734,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_059,0.56,0.25,high,0.35,0.59,low,0.67,0.78,high,,0.721,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_060,0,0.38,low,0.21,0.02,low,0.67,0.78,high,,0.337,,video_val,stays,high,0.127374963,0,low,
TheFaultInOurStars_061,0.06,0.62,low,0.28,0.29,low,0.8,0.88,high,,0.516,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_062,0.31,0.25,low,0.14,0.18,low,0.67,0.78,high,,0.546,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_063,0.5,0.25,low,0.18,0.09,low,0.67,0.78,high,,0.291,,video_val,stays,high,0.324719199,0.324719199,high,
TheFaultInOurStars_064,0.66,0.38,high,0.27,0.15,low,0.7,0.74,high,,0.647,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_065,0.38,0.06,low,0.24,0.22,low,0.8,0.78,high,,0.888,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_066,0.75,0.31,high,0.53,0.24,high,0.8,0.88,high,,0.794,,audio_val,stays,high,0,0,low,
TheFaultInOurStars_067,0.69,0.19,high,0.26,0.1,low,0.67,0.78,high,,0.238,,video_val,stays,high,0.239583421,0.239583421,high,
TheFaultInOurStars_068,0.75,0.19,high,0.56,0.76,high,0.8,0.78,high,,0.48,,video_val,stays,high,0.071755533,0,low,
TheFaultInOurStars_069,0.34,0.19,low,0.36,0.27,low,0.67,0.78,high,,0.583,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_070,0.22,0.25,low,0.24,0.03,low,0.67,0.78,high,,0.195,,video_val,stays,high,0.25805281,0.25805281,high,
TheFaultInOurStars_071,0.31,0.94,low,0.34,0.59,low,0.7,0.74,high,,0,,video_val,stays,high,0.53269059,0.53269059,high,
TheFaultInOurStars_072,0.69,0.19,high,0.36,0.19,low,0.8,0.88,high,,0.642,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_073,0.62,0.38,high,0.56,0.47,high,0.67,0.78,high,,0.414,,video_val,stays,high,0.048301288,0,low,
TheFaultInOurStars_074,0.34,0.31,low,0.4,0.21,low,0.67,0.78,high,,0.318,,video_val,stays,high,0.468742173,0.468742173,high,
TheFaultInOurStars_075,0.69,0.19,high,0.46,0.26,low,0.55,0.72,high,,0.719,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_076,0.66,0.56,high,0.29,0.28,low,0.67,0.78,high,,0.721,,audio_val,stays,low,0,0,low,
TheFaultInOurStars_077,0.66,0.44,high,0.28,0.2,low,0.7,0.74,high,,0.823,,audio_val,stays,low,0,0,low,
TheSpectacularNow_000,0.78,0.5,high,0.64,0.7,high,0.67,0.78,high,,0.765,,audio_val,stays,high,0,0,low,
TheSpectacularNow_001,0.78,0.69,high,0.55,0.6,high,0.7,0.74,high,,0.838,,audio_val,stays,high,0,0,low,
TheSpectacularNow_002,0.22,0.81,low,0.46,0.82,high,0.67,0.78,high,,0.53,,audio_val,discarded,high,0,0,low,
TheSpectacularNow_003,0.72,0.5,high,0.55,0.67,high,0.8,0.88,high,,0.754,,audio_val,stays,high,0,0,low,
TheSpectacularNow_004,0.28,0.44,low,0.32,0.55,low,0.67,0.78,high,,0.686,,audio_val,stays,low,0,0,low,
TheSpectacularNow_005,0.22,0.5,low,0.67,0.5,high,0.67,0.78,high,,0.819,,audio_val,discarded,high,0,0,low,
TheSpectacularNow_006,0.53,0.44,high,0.54,0.47,high,0.57,0.79,high,,0,,video_val,stays,high,0.220789395,0.220789395,high,
TheSpectacularNow_007,0.5,0.38,high,0.26,0.21,low,0.67,0.78,high,,0.108,,video_val,stays,high,0.286467022,0.286467022,high,
TheSpectacularNow_008,0.66,0.31,high,0.37,0.2,low,0.67,0.78,high,,0.163,,video_val,stays,high,0.252634329,0.252634329,high,
TheSpectacularNow_009,0.53,0.31,high,0.41,0.25,low,0.7,0.72,high,,0.453,,video_val,stays,high,0.49365047,0.49365047,high,
TheSpectacularNow_010,0.69,0.44,high,0.59,0.42,high,0.67,0.78,high,,0.452,,video_val,stays,high,0.614653483,0.614653483,high,
TheSpectacularNow_011,0.91,0.62,high,0.78,0.65,high,0.8,0.88,high,,0.644,,audio_val,stays,high,0,0,low,
TheSpectacularNow_012,0.38,0.5,low,0.26,0.5,low,0.62,0.69,high,,0,,video_val,stays,high,0.431233927,0.431233927,high,
TheSpectacularNow_013,0.72,0.44,high,0.6,0.52,high,0.8,0.88,high,,0.102,,video_val,stays,high,0.453896414,0.453896414,high,
TheSpectacularNow_014,0.78,0.56,high,0.7,0.54,high,0.67,0.78,high,,0.063,,video_val,stays,high,0.593676309,0.593676309,high,
TheSpectacularNow_015,0.5,0.38,high,0.56,0.41,high,0.67,0.78,high,,0.033,,video_val,stays,high,0.452899451,0.452899451,high,
TheSpectacularNow_016,0.81,0.44,high,0.65,0.47,high,0.7,0.72,high,,0.334,,video_val,stays,high,0.457471862,0.457471862,high,
TheSpectacularNow_017,0.69,0.38,high,0.61,0.46,high,0.67,0.78,high,,0.189,,video_val,stays,high,0.269063546,0.269063546,high,
TheSpectacularNow_018,0.66,0.31,high,0.56,0.4,high,0.7,0.72,high,,0.415,,video_val,stays,high,0.176346861,0,low,
TheSpectacularNow_019,0.59,0.38,high,0.55,0.34,high,0.8,0.88,high,,0.782,,audio_val,stays,high,0,0,low,
TheSpectacularNow_020,0.88,0.62,high,0.51,0.44,high,0.68,0.76,high,,0.055,,video_val,stays,high,0.66144375,0.66144375,high,
TheSpectacularNow_021,0.62,0.44,high,0.69,0.46,high,0.8,0.78,high,,0.081,,video_val,stays,high,0.501567436,0.501567436,high,
TheSpectacularNow_022,0.47,0.38,high,0.47,0.42,high,0.67,0.78,high,,0.171,,video_val,stays,high,0.607548403,0.607548403,high,
TheSpectacularNow_023,0.28,0.38,low,0.5,0.29,high,0.63,0.85,high,,0.05,,video_val,discarded,high,0.546979957,0.546979957,low,
TheSpectacularNow_024,0.78,0.5,high,0.44,0.42,low,0.63,0.85,high,,0.084,,video_val,stays,high,0.384167262,0.384167262,high,
TheSpectacularNow_025,0.66,0.38,high,0.74,0.55,high,0.7,0.74,high,,0.089,,video_val,stays,high,0.083517617,0,low,
TheSpectacularNow_026,0.69,0.56,high,0.57,0.52,high,0.8,0.88,high,,0.047,,video_val,stays,high,0.592394828,0.592394828,high,
TheSpectacularNow_027,0.69,0.5,high,0.72,0.56,high,0.63,0.85,high,,0.128,,video_val,stays,high,0.470786518,0.470786518,high,
TheSpectacularNow_028,0.44,0.44,low,0.59,0.43,high,0.67,0.78,high,,0.026,,video_val,discarded,high,0.635281287,0.635281287,low,
TheSpectacularNow_029,0.56,0.75,high,0.68,0.71,high,0.7,0.85,high,,0.044,,video_val,stays,high,0.702631793,0.702631793,high,
TheSpectacularNow_030,0.84,0.81,high,0.36,0.87,low,0.67,0.78,high,,0.821,,audio_val,stays,low,0,0,low,
TheSpectacularNow_031,0.88,0.94,high,0.71,0.7,high,0.8,0.88,high,,0.821,,audio_val,stays,high,0,0,low,
TheSpectacularNow_032,0.44,0.38,low,0.36,0.39,low,0.63,0.85,high,,0.028,,video_val,stays,high,0.035758884,0,low,
TheSpectacularNow_033,0.59,0.31,high,0.38,0.35,low,0.63,0.85,high,,0.582,,audio_val,stays,low,0,0,low,
TheSpectacularNow_034,0.16,0.88,low,0.29,0.64,low,0.67,0.78,high,,0.044,,video_val,stays,high,0.310798955,0.310798955,high,
TheSpectacularNow_035,0.06,0.81,low,0.51,0.47,high,0.8,0.78,high,,0.044,,video_val,discarded,high,0.040182951,0,low,
TheSpectacularNow_036,0.44,0.38,low,0.57,0.45,high,0.8,0.78,high,,0.522,,audio_val,discarded,high,0,0,low,
TheSpectacularNow_037,0.75,0.62,high,0.75,0.6,high,0.62,0.69,high,,0.055,,video_val,stays,high,0.630933899,0.630933899,high,
TheSpectacularNow_038,0.75,0.5,high,0.31,0.29,low,0.77,0.82,high,,0.441,,video_val,stays,high,0.436043074,0.436043074,high,
TheSpectacularNow_039,0.81,0.31,high,0.33,0.18,low,0.67,0.78,high,,0.379,,video_val,stays,high,0.077661368,0,low,
TheSpectacularNow_040,0.81,0.62,high,0.58,0.51,high,0.8,0.88,high,,0.143,,video_val,stays,high,0.061479372,0,low,
TheSpectacularNow_041,0.78,0.62,high,0.48,0.41,high,0.77,0.82,high,,0.039,,video_val,stays,high,0.028656164,0,low,
TheSpectacularNow_042,0.41,0.44,low,0.26,0.22,low,0.67,0.78,high,,0.076,,video_val,stays,high,0.268802162,0.268802162,high,
TheSpectacularNow_043,0.88,0.75,high,0.75,0.58,high,0.67,0.78,high,,0.733,,audio_val,stays,high,0,0,low,
TheSpectacularNow_044,0.69,0.62,high,0.74,0.75,high,0.8,0.78,high,,0.441,,video_val,stays,high,0.157448659,0,low,
TheSpectacularNow_045,0.47,0.44,high,0.5,0.36,high,0.67,0.78,high,,0.091,,video_val,stays,high,0.17866998,0,low,
TheSpectacularNow_046,0.75,0,high,0.27,0.01,low,0.8,0.88,high,,0.053,,video_val,stays,high,0.239890152,0.239890152,high,
TheSpectacularNow_047,0.75,0.19,high,0.5,0.41,high,0.8,0.78,high,,0.707,,audio_val,stays,high,0,0,low,
TheSpectacularNow_048,0.81,0.56,high,0.67,0.47,high,0.7,0.72,high,,0.338,,video_val,stays,high,0.528616196,0.528616196,high,
TheSpectacularNow_049,0.81,0.56,high,0.68,0.59,high,0.67,0.78,high,,0,,video_val,stays,high,0.359935161,0.359935161,high,
TheSpectacularNow_050,0.72,0.75,high,0.83,0.52,high,0.8,0.88,high,,0.13,,video_val,stays,high,0.609092808,0.609092808,high,
TheSpectacularNow_051,0.59,0.56,high,0.31,0.52,low,0.7,0.64,high,,0.43,,video_val,stays,high,0.533464843,0.533464843,high,
TheSpectacularNow_052,0.09,0.38,low,0.38,0.34,low,0.62,0.69,high,,0.104,,video_val,stays,high,0.331386189,0.331386189,high,
TheSpectacularNow_053,0.44,0.62,low,0.56,0.53,high,0.55,0.72,high,,0.148,,video_val,discarded,high,0.573755254,0.573755254,low,
TheSpectacularNow_054,0.16,1,low,0.31,0.59,low,0.62,0.69,high,,0.095,,video_val,stays,high,0.497289164,0.497289164,high,
TheSpectacularNow_055,0.19,0.5,low,0.43,0.28,low,0.7,0.74,high,,0.634,,audio_val,stays,low,0,0,low,
TheSpectacularNow_056,0.81,0.69,high,0.5,0.55,high,0.68,0.76,high,,0.468,,video_val,stays,high,0.159320661,0,low,
TheSpectacularNow_057,0.72,0.56,high,0.59,0.47,high,0.8,0.88,high,,0.066,,video_val,stays,high,0.153478258,0,low,
TheSpectacularNow_058,0.69,0.69,high,0.76,0.64,high,0.63,0.85,high,,0.083,,video_val,stays,high,0.631394374,0.631394374,high,
TheSpectacularNow_059,0.69,0.44,high,0.58,0.42,high,0.8,0.88,high,,0.087,,video_val,stays,high,0.581392347,0.581392347,high,
TheSpectacularNow_060,0.5,0.38,high,0.7,0.54,high,0.8,0.78,high,,0.024,,video_val,stays,high,0.187701156,0,low,
TheSpectacularNow_061,0.72,0.31,high,0.77,0.65,high,0.7,0.74,high,,0.768,,audio_val,stays,high,0,0,low,
TheSpectacularNow_062,0.47,0.5,high,0.53,0.46,high,0.67,0.78,high,,0.359,,video_val,stays,high,0.349208303,0.349208303,high,
TheSpectacularNow_063,0.38,0.44,low,0.33,0.44,low,0.67,0.78,high,,0.313,,video_val,stays,high,0.393760401,0.393760401,high,
TheSpectacularNow_064,0.12,0.44,low,0.36,0.42,low,0.8,0.88,high,,0.056,,video_val,stays,high,0.343018958,0.343018958,high,
TheSpectacularNow_065,0.41,0.44,low,0.5,0.33,high,0.67,0.78,high,,0.037,,video_val,discarded,high,0.013999383,0,low,
TheSpectacularNow_066,0.22,0.5,low,0.35,0.19,low,0.67,0.78,high,,0,,video_val,stays,high,0.110051521,0,low,
TheSpectacularNow_067,0.12,0.62,low,0.44,0.44,low,0.57,0.79,high,,0.326,,video_val,stays,high,0.508302007,0.508302007,high,
TheSpectacularNow_068,0.12,0.31,low,0.36,0.33,low,0.67,0.78,high,,0.302,,video_val,stays,high,0.009985732,0,low,
TheSpectacularNow_069,0.06,0.25,low,0.31,0.19,low,0.67,0.78,high,,0.522,,audio_val,stays,low,0,0,low,
TheSpectacularNow_070,0.03,0.94,low,0.32,0.61,low,0.67,0.78,high,,0.54,,audio_val,stays,low,0,0,low,
TheSpectacularNow_071,0,1,low,0.16,1,low,0.67,0.78,high,,0.528,,audio_val,stays,low,0,0,low,
TheSpectacularNow_072,0.53,0.19,high,0.29,0.1,low,0.8,0.88,high,,0.13,,video_val,stays,high,0.074973721,0,low,
TheSpectacularNow_073,0.5,0.38,high,0.4,0.29,low,0.67,0.78,high,,0.026,,video_val,stays,high,0.09197587,0,low,
TheSpectacularNow_074,0.66,0.31,high,0.51,0.38,high,0.8,0.78,high,,0,,video_val,stays,high,0.012664881,0,low,
TheSpectacularNow_075,0.25,0.44,low,0.52,0.25,high,0.62,0.69,high,,0.148,,video_val,discarded,high,0.325997657,0.325997657,low,
TheSpectacularNow_076,0.75,0.31,high,0.26,0.17,low,0.67,0.78,high,,0.338,,video_val,stays,high,0.074588467,0,low,
TheSpectacularNow_077,0.09,0.19,low,0.31,0.43,low,0.8,0.88,high,,0.458,,video_val,stays,high,0.07168859,0,low,
TheSpectacularNow_078,0.06,0.94,low,0.24,0.78,low,0.57,0.79,high,,0.043,,video_val,stays,high,0.614764911,0.614764911,high,
TheSpectacularNow_079,0.28,0.62,low,0.5,0.49,high,0.67,0.78,high,,0.06,,video_val,discarded,high,0.559804004,0.559804004,low,
TheSpectacularNow_080,0.06,0.31,low,0.24,0.17,low,0.67,0.78,high,,0,,video_val,stays,high,0.135592271,0,low,
TheSpectacularNow_081,0.28,0.62,low,0.66,0.56,high,0.67,0.78,high,,0.232,,video_val,discarded,high,0.302447233,0.302447233,low,
TheSpectacularNow_082,0.53,0.56,high,0.42,0.34,low,0.7,0.74,high,,0.054,,video_val,stays,high,0.019995277,0,low,
TheTheoryOfEverything_000,0.72,0.56,high,0.42,0.44,low,0.7,0.73,high,,0.796,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_001,0.66,0.44,high,0.5,0.29,low,0.67,0.78,high,,0.756,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_002,0.56,0.38,high,0.33,0.38,low,0.8,0.78,high,,0.272,,video_val,stays,high,0.076695289,0,low,
TheTheoryOfEverything_003,0.78,0.5,high,0.5,0.27,low,0.8,0.78,high,,0.377,,video_val,stays,high,0.302443342,0.302443342,high,
TheTheoryOfEverything_004,0.34,0.5,low,0.59,0.46,high,0.67,0.78,high,,0.449,,video_val,discarded,high,0.20756085,0.20756085,low,
TheTheoryOfEverything_005,0.78,0.38,high,0.47,0.5,low,0.7,0.74,high,,0.071,,video_val,stays,high,0.405955264,0.405955264,high,
TheTheoryOfEverything_006,0.88,0.44,high,0.64,0.62,high,0.7,0.74,high,,0.201,,video_val,stays,high,0.280952482,0.280952482,high,
TheTheoryOfEverything_007,0.69,0.25,high,0.48,0.5,low,0.67,0.78,high,,0.625,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_008,0.53,0.44,high,0.7,0.66,high,0.8,0.88,high,,0.866,,audio_val,stays,high,0,0,low,
TheTheoryOfEverything_009,0.75,0.44,high,0.51,0.45,high,0.7,0.74,high,,0.831,,audio_val,stays,high,0,0,low,
TheTheoryOfEverything_010,0.66,0.38,high,0.63,0.47,high,0.7,0.74,high,,0.692,,audio_val,stays,high,0,0,low,
TheTheoryOfEverything_011,0.94,0.5,high,0.37,0.39,low,0.67,0.78,high,,0.701,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_012,0.84,0.38,high,0.63,0.55,high,0.8,0.88,high,,0.873,,audio_val,stays,high,0,0,low,
TheTheoryOfEverything_013,0.97,0.5,high,0.45,0.44,low,0.67,0.78,high,,0.843,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_014,0.84,0.06,high,0.5,0.48,low,0.8,0.88,high,,0.768,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_015,0.94,0.19,high,0.4,0.46,low,0.67,0.78,high,,0.771,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_016,0.88,0.88,high,0.82,0.75,high,0.8,0.88,high,,0.251,,video_val,stays,high,0.700426996,0.700426996,high,
TheTheoryOfEverything_017,0.25,0.25,low,0.42,0.39,low,0.8,0.88,high,,0.217,,video_val,stays,high,0.264673457,0.264673457,high,
TheTheoryOfEverything_018,0.09,0.38,low,0.39,0.41,low,0.8,0.78,high,,0.096,,video_val,stays,high,0.064657597,0,low,
TheTheoryOfEverything_019,0.22,0.56,low,0.38,0.39,low,0.7,0.74,high,,0.575,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_020,0.09,0.56,low,0.36,0.31,low,0.67,0.78,high,,0.736,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_021,0.03,0.94,low,0.52,0.48,high,0.8,0.78,high,,0.818,,audio_val,discarded,high,0,0,low,
TheTheoryOfEverything_022,0.16,0.94,low,0.38,0.43,low,0.8,0.88,high,,0.308,,video_val,stays,high,0.528770471,0.528770471,high,
TheTheoryOfEverything_023,0.69,0.31,high,0.35,0.36,low,0.8,0.88,high,,0.053,,video_val,stays,high,0.045327949,0,low,
TheTheoryOfEverything_024,0.97,0.38,high,0.37,0.32,low,0.7,0.74,high,,0.824,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_025,0.97,0.25,high,0.47,0.49,low,0.63,0.85,high,,0.81,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_026,0.75,0.38,high,0.51,0.34,high,0.8,0.78,high,,0.728,,audio_val,stays,high,0,0,low,
TheTheoryOfEverything_027,0.44,0.19,low,0.36,0.42,low,0.8,0.78,high,,0.131,,video_val,stays,high,0.011794761,0,low,
TheTheoryOfEverything_028,0.31,0.19,low,0.26,0.07,low,0.8,0.88,high,,0.049,,video_val,stays,high,0.045453105,0,low,
TheTheoryOfEverything_029,0.72,0.38,high,0.42,0.3,low,0.8,0.88,high,,0.743,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_030,0.72,0.31,high,0.35,0.25,low,0.8,0.78,high,,0.724,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_031,0.53,0.62,high,0.48,0.45,low,0.8,0.88,high,,0.534,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_032,0.16,0.81,low,0.33,0.44,low,0.67,0.78,high,,0.172,,video_val,stays,high,0.23442524,0.23442524,high,
TheTheoryOfEverything_033,0.38,0.31,low,0.18,0.14,low,0.67,0.78,high,,0.206,,video_val,stays,high,0.05212952,0,low,
TheTheoryOfEverything_034,0.66,0.44,high,0.37,0.19,low,0.67,0.78,high,,0.857,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_035,0.44,0.19,low,0.43,0.77,low,0.63,0.85,high,,0.82,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_036,0.41,0.5,low,0.59,0.46,high,0.8,0.88,high,,0.714,,audio_val,discarded,high,0,0,low,
TheTheoryOfEverything_037,0.28,0.75,low,0.51,0.47,high,0.8,0.88,high,,0.088,,video_val,discarded,high,0.454909448,0.454909448,low,
TheTheoryOfEverything_038,0.31,0.56,low,0.43,0.38,low,0.8,0.78,high,,0.485,,video_val,stays,high,0.016426409,0,low,
TheTheoryOfEverything_039,0.22,0.44,low,0.29,0.28,low,0.67,0.78,high,,0.309,,video_val,stays,high,0.209081517,0.209081517,high,
TheTheoryOfEverything_040,0.59,0.44,high,0.49,0.27,low,0.7,0.72,high,,0.702,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_041,0.31,0.44,low,0.36,0.46,low,0.7,0.74,high,,0.118,,video_val,stays,high,0.098314232,0,low,
TheTheoryOfEverything_042,0.44,0.31,low,0.52,0.46,high,0.62,0.69,high,,0.131,,video_val,discarded,high,0.282704685,0.282704685,low,
TheTheoryOfEverything_043,0.09,0.75,low,0.46,0.51,low,0.62,0.69,high,,0.361,,video_val,stays,high,0.064822073,0,low,
TheTheoryOfEverything_044,0.12,0.56,low,0.37,0.29,low,0.67,0.78,high,,0.53,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_045,0.66,0.44,high,0.28,0.36,low,0.7,0.74,high,,0.607,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_046,0.81,0.56,high,0.47,0.52,low,0.67,0.78,high,,0.045,,video_val,stays,high,0.308497977,0.308497977,high,
TheTheoryOfEverything_047,0.81,0.44,high,0.53,0.55,high,0.67,0.78,high,,0.025,,video_val,stays,high,0.090461371,0,low,
TheTheoryOfEverything_048,0.34,0.38,low,0.48,0.5,low,0.67,0.78,high,,0.08,,video_val,stays,high,0.135754887,0,low,
TheTheoryOfEverything_049,0.19,0.5,low,0.41,0.48,low,0.7,0.74,high,,0.039,,video_val,stays,high,0.042018657,0,low,
TheTheoryOfEverything_050,0.5,0.38,low,0.43,0.53,low,0.67,0.78,high,,0.053,,video_val,stays,high,0.029460496,0,low,
TheTheoryOfEverything_051,0.19,0.44,low,0.54,0.49,high,0.8,0.78,high,,0.742,,audio_val,discarded,high,0,0,low,
TheTheoryOfEverything_052,0.41,0.38,low,0.23,0.32,low,0.8,0.88,high,,0.781,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_053,0.75,0.75,high,0.42,0.32,low,0.67,0.78,high,,0.786,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_054,0.72,0.5,high,0.37,0.38,low,0.67,0.78,high,,0.539,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_055,0.78,0.5,high,0.43,0.42,low,0.67,0.78,high,,0.636,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_056,0.75,0.38,high,0.48,0.36,low,0.7,0.74,high,,0.533,,audio_val,stays,low,0,0,low,
TheTheoryOfEverything_057,0.66,0.38,high,0.46,0.31,low,0.8,0.78,high,,0,,video_val,stays,high,0.11336872,0,low,
TheTheoryOfEverything_058,0.91,0.44,high,0.41,0.25,low,0.8,0.78,high,,0.793,,audio_val,stays,low,0,0,low,
TheBlindSide_000,0.41,0.5,low,0.45,0.82,low,0.8,0.88,high,,0.092,,video_val,stays,high,0.333108831,0.333108831,high,
TheBlindSide_001,0.44,0.62,low,0.57,0.87,high,0.8,0.88,high,,0.273,,video_val,discarded,high,0.566156526,0.566156526,low,
TheBlindSide_002,0.66,0.5,high,0.73,0.67,high,0.7,0.74,high,,0,,video_val,stays,high,0.374384823,0.374384823,high,
TheBlindSide_003,0.44,0.44,low,0.61,0.55,high,0.62,0.69,high,,0.045,,video_val,discarded,high,0.513765099,0.513765099,low,
TheBlindSide_004,0.78,0.5,high,0.54,0.6,low,0.67,0.78,high,,0.051,,video_val,stays,high,0.722287949,0.722287949,high,
TheBlindSide_005,0.66,0.56,high,0.58,0.52,high,0.7,0.74,high,,0.164,,video_val,stays,high,0.736669293,0.736669293,high,
TheBlindSide_006,0.5,0.44,low,0.42,0.55,low,0.8,0.88,high,,0.121,,video_val,stays,high,0.31311256,0.31311256,high,
TheBlindSide_007,0.5,0.38,low,0.32,0.46,low,0.8,0.78,high,,0,,video_val,stays,high,0.332412033,0.332412033,high,
TheBlindSide_008,0.31,0.5,low,0.41,0.54,low,0.62,0.69,high,,0.206,,video_val,stays,high,0.321784685,0.321784685,high,
TheBlindSide_009,0.59,0.44,high,0.24,0.15,low,0.8,0.78,high,,0.22,,video_val,stays,high,0.214984375,0.214984375,high,
TheBlindSide_010,0.81,0.44,high,0.43,0.37,low,0.67,0.78,high,,0.6,,audio_val,stays,low,0,0,low,
