movie_clip,valence,arousal,Fantasy,Romance,Drama,Comedy,Sport,Family,Sci-Fi,Biography,Crime
TheSpectacularNow_015,3.0,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_016,4.25,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_017,3.75,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_018,3.625,2.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_019,3.375,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_020,4.5,3.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_021,3.5,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_022,2.875,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_023,2.125,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_024,4.125,3.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_025,3.625,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_026,3.75,3.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_027,3.75,3.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_028,2.75,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_029,3.25,4.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_030,4.375,4.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_031,4.5,4.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_032,2.75,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_033,3.375,2.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_034,1.625,4.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_035,1.25,4.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_036,2.75,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_037,4.0,3.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_038,4.0,3.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_039,4.25,2.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_040,4.25,3.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_041,4.125,3.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_042,2.625,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_043,4.5,4.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_044,3.75,3.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_045,2.875,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_046,4.0,1.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_047,4.0,1.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_048,4.25,3.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_049,4.25,3.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_050,3.875,4.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_051,3.375,3.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_052,1.375,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_053,2.75,3.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_054,1.625,5.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_055,1.75,3.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_056,4.25,3.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_057,3.875,3.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_058,3.75,3.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_059,3.75,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_060,3.0,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_061,3.875,2.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_062,2.875,3.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_063,2.5,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_064,1.5,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_065,2.625,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_066,1.875,3.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_067,1.5,3.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_068,1.5,2.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_069,1.25,2.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_070,1.125,4.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_071,1.0,5.0,0,1,1,1,0,0,0,0,0
TheSpectacularNow_072,3.125,1.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_073,3.0,2.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_074,3.625,2.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_075,2.0,2.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_076,4.0,2.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_077,1.375,1.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_078,1.25,4.75,0,1,1,1,0,0,0,0,0
TheSpectacularNow_079,2.125,3.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_080,1.25,2.25,0,1,1,1,0,0,0,0,0
TheSpectacularNow_081,2.125,3.5,0,1,1,1,0,0,0,0,0
TheSpectacularNow_082,3.125,3.25,0,1,1,1,0,0,0,0,0
LadyBird_000,3.25,2.0,0,0,1,1,0,0,0,0,0
LadyBird_001,2.625,1.75,0,0,1,1,0,0,0,0,0
LadyBird_002,3.0,2.5,0,0,1,1,0,0,0,0,0
LadyBird_003,1.875,4.5,0,0,1,1,0,0,0,0,0
LadyBird_004,1.5,4.5,0,0,1,1,0,0,0,0,0
LadyBird_005,1.5,4.75,0,0,1,1,0,0,0,0,0
LadyBird_006,1.125,5.0,0,0,1,1,0,0,0,0,0
LadyBird_007,2.875,2.5,0,0,1,1,0,0,0,0,0
LadyBird_008,3.75,1.75,0,0,1,1,0,0,0,0,0
LadyBird_009,2.25,4.0,0,0,1,1,0,0,0,0,0
LadyBird_010,2.875,3.0,0,0,1,1,0,0,0,0,0
LadyBird_011,2.75,4.25,0,0,1,1,0,0,0,0,0
LadyBird_012,3.25,2.75,0,0,1,1,0,0,0,0,0
LadyBird_013,2.25,4.0,0,0,1,1,0,0,0,0,0
LadyBird_014,3.375,2.5,0,0,1,1,0,0,0,0,0
LadyBird_015,4.25,2.75,0,0,1,1,0,0,0,0,0
LadyBird_016,3.5,2.75,0,0,1,1,0,0,0,0,0
LadyBird_017,3.375,2.25,0,0,1,1,0,0,0,0,0
LadyBird_018,4.25,3.25,0,0,1,1,0,0,0,0,0
LadyBird_019,4.375,4.5,0,0,1,1,0,0,0,0,0
LadyBird_020,2.75,2.5,0,0,1,1,0,0,0,0,0
LadyBird_021,1.875,2.75,0,0,1,1,0,0,0,0,0
LadyBird_022,4.0,3.75,0,0,1,1,0,0,0,0,0
LadyBird_023,2.75,3.0,0,0,1,1,0,0,0,0,0
LadyBird_024,2.375,2.5,0,0,1,1,0,0,0,0,0
LadyBird_025,4.0,3.0,0,0,1,1,0,0,0,0,0
LadyBird_026,4.5,3.25,0,0,1,1,0,0,0,0,0
LadyBird_027,3.0,2.25,0,0,1,1,0,0,0,0,0
LadyBird_028,3.75,4.25,0,0,1,1,0,0,0,0,0
LadyBird_029,4.5,2.75,0,0,1,1,0,0,0,0,0
LadyBird_030,4.25,2.5,0,0,1,1,0,0,0,0,0
LadyBird_031,4.375,4.25,0,0,1,1,0,0,0,0,0
LadyBird_032,1.375,3.75,0,0,1,1,0,0,0,0,0
LadyBird_033,1.5,2.75,0,0,1,1,0,0,0,0,0
LadyBird_034,3.875,2.0,0,0,1,1,0,0,0,0,0
LadyBird_035,4.0,1.5,0,0,1,1,0,0,0,0,0
LadyBird_036,4.375,2.0,0,0,1,1,0,0,0,0,0
LadyBird_037,4.375,3.25,0,0,1,1,0,0,0,0,0
LadyBird_038,3.0,2.75,0,0,1,1,0,0,0,0,0
LadyBird_039,2.0,3.25,0,0,1,1,0,0,0,0,0
LadyBird_040,2.0,4.25,0,0,1,1,0,0,0,0,0
LadyBird_041,4.125,3.5,0,0,1,1,0,0,0,0,0
LadyBird_042,3.375,3.25,0,0,1,1,0,0,0,0,0
LadyBird_043,4.125,3.0,0,0,1,1,0,0,0,0,0
LadyBird_044,4.125,3.0,0,0,1,1,0,0,0,0,0
LadyBird_045,4.375,2.75,0,0,1,1,0,0,0,0,0
LadyBird_046,4.25,3.5,0,0,1,1,0,0,0,0,0
LadyBird_047,3.25,3.0,0,0,1,1,0,0,0,0,0
LadyBird_048,4.375,4.75,0,0,1,1,0,0,0,0,0
LadyBird_049,2.75,2.25,0,0,1,1,0,0,0,0,0
LadyBird_050,3.125,2.0,0,0,1,1,0,0,0,0,0
LadyBird_051,4.25,4.75,0,0,1,1,0,0,0,0,0
LadyBird_052,2.625,3.75,0,0,1,1,0,0,0,0,0
LadyBird_053,4.75,3.5,0,0,1,1,0,0,0,0,0
LadyBird_054,4.875,3.5,0,0,1,1,0,0,0,0,0
LadyBird_055,4.75,3.25,0,0,1,1,0,0,0,0,0
LadyBird_056,3.5,3.25,0,0,1,1,0,0,0,0,0
LadyBird_057,3.875,2.75,0,0,1,1,0,0,0,0,0
LadyBird_058,3.125,2.5,0,0,1,1,0,0,0,0,0
LadyBird_059,2.25,3.25,0,0,1,1,0,0,0,0,0
LadyBird_060,2.125,3.0,0,0,1,1,0,0,0,0,0
LadyBird_061,2.875,3.0,0,0,1,1,0,0,0,0,0
LadyBird_062,3.0,3.0,0,0,1,1,0,0,0,0,0
LadyBird_063,1.75,2.5,0,0,1,1,0,0,0,0,0
LadyBird_064,3.125,2.25,0,0,1,1,0,0,0,0,0
LadyBird_065,2.0,3.0,0,0,1,1,0,0,0,0,0
LadyBird_066,1.75,4.5,0,0,1,1,0,0,0,0,0
LadyBird_067,1.625,4.25,0,0,1,1,0,0,0,0,0
LadyBird_068,1.875,3.25,0,0,1,1,0,0,0,0,0
LadyBird_069,1.875,3.75,0,0,1,1,0,0,0,0,0
LadyBird_070,1.25,4.75,0,0,1,1,0,0,0,0,0
LadyBird_071,1.25,5.0,0,0,1,1,0,0,0,0,0
LadyBird_072,2.75,2.0,0,0,1,1,0,0,0,0,0
LadyBird_073,3.625,3.5,0,0,1,1,0,0,0,0,0
LadyBird_074,4.375,5.0,0,0,1,1,0,0,0,0,0
LadyBird_075,2.5,3.25,0,0,1,1,0,0,0,0,0
LadyBird_076,3.0,2.75,0,0,1,1,0,0,0,0,0
LadyBird_077,1.875,2.5,0,0,1,1,0,0,0,0,0
LadyBird_078,2.75,3.0,0,0,1,1,0,0,0,0,0
LadyBird_079,1.0,5.0,0,0,1,1,0,0,0,0,0
LadyBird_080,1.0,5.0,0,0,1,1,0,0,0,0,0
LadyBird_081,1.0,4.0,0,0,1,1,0,0,0,0,0
LadyBird_082,1.75,4.5,0,0,1,1,0,0,0,0,0
LadyBird_083,1.5,2.5,0,0,1,1,0,0,0,0,0
LadyBird_084,2.25,2.75,0,0,1,1,0,0,0,0,0
LadyBird_085,3.0,2.5,0,0,1,1,0,0,0,0,0
LadyBird_086,3.375,4.25,0,0,1,1,0,0,0,0,0
LadyBird_087,3.125,3.5,0,0,1,1,0,0,0,0,0
LadyBird_088,3.125,3.75,0,0,1,1,0,0,0,0,0
LadyBird_089,2.375,3.25,0,0,1,1,0,0,0,0,0
LadyBird_090,3.5,2.75,0,0,1,1,0,0,0,0,0
LadyBird_091,1.5,4.0,0,0,1,1,0,0,0,0,0
LadyBird_092,1.375,4.5,0,0,1,1,0,0,0,0,0
LadyBird_093,2.0,2.75,0,0,1,1,0,0,0,0,0
LadyBird_094,2.75,4.0,0,0,1,1,0,0,0,0,0
LadyBird_095,3.125,3.0,0,0,1,1,0,0,0,0,0
LadyBird_096,3.375,2.75,0,0,1,1,0,0,0,0,0
LadyBird_097,2.25,3.25,0,0,1,1,0,0,0,0,0
LadyBird_098,2.0,2.0,0,0,1,1,0,0,0,0,0
LadyBird_099,4.25,3.0,0,0,1,1,0,0,0,0,0
LadyBird_100,2.125,2.75,0,0,1,1,0,0,0,0,0
LadyBird_101,4.625,4.25,0,0,1,1,0,0,0,0,0
LadyBird_102,4.125,2.0,0,0,1,1,0,0,0,0,0
LadyBird_103,3.875,2.0,0,0,1,1,0,0,0,0,0
LadyBird_104,4.875,3.25,0,0,1,1,0,0,0,0,0
LadyBird_105,1.625,3.75,0,0,1,1,0,0,0,0,0
LadyBird_106,3.875,2.25,0,0,1,1,0,0,0,0,0
LadyBird_107,3.25,1.5,0,0,1,1,0,0,0,0,0
LadyBird_108,2.0,2.0,0,0,1,1,0,0,0,0,0
LadyBird_109,2.375,3.0,0,0,1,1,0,0,0,0,0
LadyBird_110,3.75,1.75,0,0,1,1,0,0,0,0,0
LadyBird_111,3.375,3.0,0,0,1,1,0,0,0,0,0
LadyBird_112,3.0,3.5,0,0,1,1,0,0,0,0,0
LadyBird_113,5.0,1.75,0,0,1,1,0,0,0,0,0
Wonder_000,1.75,4.5,0,0,1,0,0,1,0,0,0
Wonder_001,2.125,2.5,0,0,1,0,0,1,0,0,0
Wonder_002,3.125,2.0,0,0,1,0,0,1,0,0,0
Wonder_003,3.75,2.5,0,0,1,0,0,1,0,0,0
Wonder_004,3.125,2.5,0,0,1,0,0,1,0,0,0
Wonder_005,4.25,2.5,0,0,1,0,0,1,0,0,0
Wonder_006,5.0,4.0,0,0,1,0,0,1,0,0,0
Wonder_007,3.625,2.25,0,0,1,0,0,1,0,0,0
Wonder_008,4.375,1.75,0,0,1,0,0,1,0,0,0
Wonder_009,3.625,2.25,0,0,1,0,0,1,0,0,0
Wonder_010,3.5,3.0,0,0,1,0,0,1,0,0,0
Wonder_011,4.0,2.25,0,0,1,0,0,1,0,0,0
Wonder_012,3.125,3.0,0,0,1,0,0,1,0,0,0
Wonder_013,1.125,2.75,0,0,1,0,0,1,0,0,0
Wonder_014,1.375,3.25,0,0,1,0,0,1,0,0,0
Wonder_015,1.5,2.5,0,0,1,0,0,1,0,0,0
Wonder_016,1.375,4.5,0,0,1,0,0,1,0,0,0
Wonder_017,2.375,2.25,0,0,1,0,0,1,0,0,0
Wonder_018,3.625,2.25,0,0,1,0,0,1,0,0,0
Wonder_019,2.375,2.25,0,0,1,0,0,1,0,0,0
Wonder_020,2.5,2.25,0,0,1,0,0,1,0,0,0
Wonder_021,1.375,3.75,0,0,1,0,0,1,0,0,0
Wonder_022,2.5,2.5,0,0,1,0,0,1,0,0,0
Wonder_023,1.875,3.5,0,0,1,0,0,1,0,0,0
Wonder_024,3.75,2.25,0,0,1,0,0,1,0,0,0
Wonder_025,4.25,2.25,0,0,1,0,0,1,0,0,0
Wonder_026,4.5,1.75,0,0,1,0,0,1,0,0,0
Wonder_027,3.875,2.0,0,0,1,0,0,1,0,0,0
Wonder_028,4.25,2.5,0,0,1,0,0,1,0,0,0
Wonder_029,2.5,3.25,0,0,1,0,0,1,0,0,0
Wonder_030,2.875,2.5,0,0,1,0,0,1,0,0,0
Wonder_031,2.625,2.75,0,0,1,0,0,1,0,0,0
Wonder_032,4.125,3.25,0,0,1,0,0,1,0,0,0
Wonder_033,2.375,2.25,0,0,1,0,0,1,0,0,0
Wonder_034,2.375,1.25,0,0,1,0,0,1,0,0,0
Wonder_035,2.875,2.5,0,0,1,0,0,1,0,0,0
Wonder_036,3.75,2.75,0,0,1,0,0,1,0,0,0
Wonder_037,3.25,2.75,0,0,1,0,0,1,0,0,0
Wonder_038,3.5,2.75,0,0,1,0,0,1,0,0,0
Wonder_039,4.125,3.0,0,0,1,0,0,1,0,0,0
Wonder_040,4.75,3.75,0,0,1,0,0,1,0,0,0
Wonder_041,4.625,3.25,0,0,1,0,0,1,0,0,0
Wonder_042,4.5,3.25,0,0,1,0,0,1,0,0,0
Wonder_043,4.875,4.25,0,0,1,0,0,1,0,0,0
Wonder_044,4.375,3.0,0,0,1,0,0,1,0,0,0
Wonder_045,4.75,2.75,0,0,1,0,0,1,0,0,0
Wonder_046,4.5,2.75,0,0,1,0,0,1,0,0,0
Wonder_047,4.25,2.5,0,0,1,0,0,1,0,0,0
Wonder_048,4.0,2.5,0,0,1,0,0,1,0,0,0
Wonder_049,3.5,2.5,0,0,1,0,0,1,0,0,0
Wonder_050,4.75,1.5,0,0,1,0,0,1,0,0,0
Wonder_051,5.0,2.0,0,0,1,0,0,1,0,0,0
Wonder_052,2.0,4.25,0,0,1,0,0,1,0,0,0
Wonder_053,3.125,2.75,0,0,1,0,0,1,0,0,0
Wonder_054,2.75,2.25,0,0,1,0,0,1,0,0,0
Wonder_055,4.0,2.5,0,0,1,0,0,1,0,0,0
Wonder_056,1.375,3.5,0,0,1,0,0,1,0,0,0
Wonder_057,3.75,2.5,0,0,1,0,0,1,0,0,0
Wonder_058,1.75,3.5,0,0,1,0,0,1,0,0,0
Wonder_059,1.375,4.75,0,0,1,0,0,1,0,0,0
Wonder_060,1.25,5.0,0,0,1,0,0,1,0,0,0
Wonder_061,1.0,5.0,0,0,1,0,0,1,0,0,0
Wonder_062,3.0,2.25,0,0,1,0,0,1,0,0,0
Wonder_063,4.5,2.75,0,0,1,0,0,1,0,0,0
Wonder_064,2.125,3.25,0,0,1,0,0,1,0,0,0
Wonder_065,2.625,3.0,0,0,1,0,0,1,0,0,0
Wonder_066,2.25,3.25,0,0,1,0,0,1,0,0,0
Wonder_067,2.625,2.0,0,0,1,0,0,1,0,0,0
Wonder_068,4.5,2.5,0,0,1,0,0,1,0,0,0
Wonder_069,2.25,3.25,0,0,1,0,0,1,0,0,0
Wonder_070,1.875,2.75,0,0,1,0,0,1,0,0,0
Wonder_071,3.375,2.5,0,0,1,0,0,1,0,0,0
Wonder_072,2.375,4.25,0,0,1,0,0,1,0,0,0
Wonder_073,3.875,3.0,0,0,1,0,0,1,0,0,0
Wonder_074,4.5,2.75,0,0,1,0,0,1,0,0,0
Wonder_075,3.5,2.5,0,0,1,0,0,1,0,0,0
Wonder_076,2.5,3.0,0,0,1,0,0,1,0,0,0
Wonder_077,3.75,3.25,0,0,1,0,0,1,0,0,0
Wonder_078,4.0,2.5,0,0,1,0,0,1,0,0,0
Wonder_079,3.125,3.0,0,0,1,0,0,1,0,0,0
Wonder_080,4.25,3.0,0,0,1,0,0,1,0,0,0
Wonder_081,3.75,2.75,0,0,1,0,0,1,0,0,0
Wonder_082,4.375,2.75,0,0,1,0,0,1,0,0,0
Wonder_083,2.875,2.0,0,0,1,0,0,1,0,0,0
Wonder_084,4.125,2.75,0,0,1,0,0,1,0,0,0
Wonder_085,4.125,2.75,0,0,1,0,0,1,0,0,0
Wonder_086,2.125,2.5,0,0,1,0,0,1,0,0,0
Wonder_087,4.25,2.75,0,0,1,0,0,1,0,0,0
Wonder_088,2.375,2.5,0,0,1,0,0,1,0,0,0
Wonder_089,4.875,4.25,0,0,1,0,0,1,0,0,0
Wonder_090,2.125,2.75,0,0,1,0,0,1,0,0,0
Wonder_091,4.625,5.0,0,0,1,0,0,1,0,0,0
Wonder_092,4.25,2.25,0,0,1,0,0,1,0,0,0
Wonder_093,3.25,2.75,0,0,1,0,0,1,0,0,0
Wonder_094,2.125,3.0,0,0,1,0,0,1,0,0,0
Wonder_095,2.0,3.0,0,0,1,0,0,1,0,0,0
Wonder_096,2.125,3.0,0,0,1,0,0,1,0,0,0
Wonder_097,1.25,5.0,0,0,1,0,0,1,0,0,0
Wonder_098,1.125,3.25,0,0,1,0,0,1,0,0,0
Wonder_099,1.25,4.75,0,0,1,0,0,1,0,0,0
Wonder_100,1.25,4.0,0,0,1,0,0,1,0,0,0
Wonder_101,2.375,2.5,0,0,1,0,0,1,0,0,0
Wonder_102,2.25,2.5,0,0,1,0,0,1,0,0,0
Wonder_103,1.875,2.75,0,0,1,0,0,1,0,0,0
Wonder_104,1.375,4.25,0,0,1,0,0,1,0,0,0
Wonder_105,1.375,3.75,0,0,1,0,0,1,0,0,0
Wonder_106,1.375,2.25,0,0,1,0,0,1,0,0,0
Wonder_107,1.875,1.5,0,0,1,0,0,1,0,0,0
Wonder_108,3.625,1.75,0,0,1,0,0,1,0,0,0
Wonder_109,1.875,2.0,0,0,1,0,0,1,0,0,0
Wonder_110,1.625,2.5,0,0,1,0,0,1,0,0,0
Wonder_111,4.625,2.25,0,0,1,0,0,1,0,0,0
Wonder_112,3.625,2.75,0,0,1,0,0,1,0,0,0
Wonder_113,3.25,2.75,0,0,1,0,0,1,0,0,0
Wonder_114,3.625,2.75,0,0,1,0,0,1,0,0,0
Wonder_115,3.75,4.25,0,0,1,0,0,1,0,0,0
Wonder_116,3.25,2.5,0,0,1,0,0,1,0,0,0
Wonder_117,4.0,2.75,0,0,1,0,0,1,0,0,0
Wonder_118,3.0,3.0,0,0,1,0,0,1,0,0,0
Wonder_119,3.375,3.25,0,0,1,0,0,1,0,0,0
Wonder_120,4.75,1.75,0,0,1,0,0,1,0,0,0
Wonder_121,4.75,3.75,0,0,1,0,0,1,0,0,0
Wonder_122,4.625,3.5,0,0,1,0,0,1,0,0,0
Wonder_123,4.875,4.0,0,0,1,0,0,1,0,0,0
Wonder_124,4.625,3.5,0,0,1,0,0,1,0,0,0
Wonder_125,3.875,3.5,0,0,1,0,0,1,0,0,0
Wonder_126,4.375,3.25,0,0,1,0,0,1,0,0,0
Wonder_127,4.5,3.5,0,0,1,0,0,1,0,0,0
Wonder_128,4.875,4.5,0,0,1,0,0,1,0,0,0
Wonder_129,4.625,3.5,0,0,1,0,0,1,0,0,0
Wonder_130,4.375,2.25,0,0,1,0,0,1,0,0,0
Wonder_131,4.625,4.5,0,0,1,0,0,1,0,0,0
Wonder_132,4.125,3.0,0,0,1,0,0,1,0,0,0
Wonder_133,4.5,5.0,0,0,1,0,0,1,0,0,0
Wonder_134,4.75,4.25,0,0,1,0,0,1,0,0,0
Wonder_135,3.375,2.75,0,0,1,0,0,1,0,0,0
Wonder_136,3.875,3.25,0,0,1,0,0,1,0,0,0
Wonder_137,3.375,3.0,0,0,1,0,0,1,0,0,0
Wonder_138,1.625,3.25,0,0,1,0,0,1,0,0,0
Wonder_139,1.375,5.0,0,0,1,0,0,1,0,0,0
Wonder_140,1.375,5.0,0,0,1,0,0,1,0,0,0
Wonder_141,2.0,4.75,0,0,1,0,0,1,0,0,0
Wonder_142,3.5,4.0,0,0,1,0,0,1,0,0,0
Wonder_143,4.25,3.0,0,0,1,0,0,1,0,0,0
Wonder_144,4.625,3.0,0,0,1,0,0,1,0,0,0
Wonder_145,4.75,1.75,0,0,1,0,0,1,0,0,0
Wonder_146,3.625,3.0,0,0,1,0,0,1,0,0,0
Wonder_147,4.0,3.25,0,0,1,0,0,1,0,0,0
Wonder_148,4.5,2.75,0,0,1,0,0,1,0,0,0
Wonder_149,3.75,2.5,0,0,1,0,0,1,0,0,0
Wonder_150,3.25,3.75,0,0,1,0,0,1,0,0,0
Wonder_151,4.75,2.25,0,0,1,0,0,1,0,0,0
Wonder_152,5.0,1.5,0,0,1,0,0,1,0,0,0
Wonder_153,5.0,4.5,0,0,1,0,0,1,0,0,0
Wonder_154,4.875,4.25,0,0,1,0,0,1,0,0,0
TheBlindSide_000,2.625,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_001,2.75,3.5,0,0,1,0,1,0,0,1,0
TheBlindSide_002,3.625,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_003,2.75,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_004,4.125,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_005,3.625,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_006,3.0,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_007,3.0,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_008,2.25,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_009,3.375,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_010,4.25,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_011,3.5,2.0,0,0,1,0,1,0,0,1,0
TheBlindSide_012,2.875,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_013,4.0,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_014,2.75,2.25,0,0,1,0,1,0,0,1,0
TheBlindSide_015,3.25,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_016,3.0,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_017,4.0,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_018,3.375,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_019,3.25,2.0,0,0,1,0,1,0,0,1,0
TheBlindSide_020,4.125,2.0,0,0,1,0,1,0,0,1,0
TheBlindSide_021,3.625,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_022,3.25,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_023,2.625,2.25,0,0,1,0,1,0,0,1,0
TheBlindSide_024,2.625,2.0,0,0,1,0,1,0,0,1,0
TheBlindSide_025,3.5,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_026,2.625,3.5,0,0,1,0,1,0,0,1,0
TheBlindSide_027,2.125,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_028,1.875,1.75,0,0,1,0,1,0,0,1,0
TheBlindSide_029,3.25,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_030,3.25,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_031,4.25,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_032,3.5,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_033,4.125,1.75,0,0,1,0,1,0,0,1,0
TheBlindSide_034,4.0,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_035,3.625,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_036,2.25,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_037,3.875,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_038,4.5,3.75,0,0,1,0,1,0,0,1,0
TheBlindSide_039,3.625,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_040,3.0,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_041,3.75,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_042,3.5,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_043,2.5,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_044,1.5,2.0,0,0,1,0,1,0,0,1,0
TheBlindSide_045,4.625,1.75,0,0,1,0,1,0,0,1,0
TheBlindSide_046,4.75,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_047,4.125,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_048,4.25,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_049,3.625,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_050,3.625,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_051,2.625,2.5,0,0,1,0,1,0,0,1,0
TheBlindSide_052,4.125,2.75,0,0,1,0,1,0,0,1,0
TheBlindSide_053,3.25,2.25,0,0,1,0,1,0,0,1,0
TheBlindSide_054,3.5,3.25,0,0,1,0,1,0,0,1,0
TheBlindSide_055,3.75,3.75,0,0,1,0,1,0,0,1,0
TheBlindSide_056,5.0,4.0,0,0,1,0,1,0,0,1,0
TheBlindSide_057,2.75,3.5,0,0,1,0,1,0,0,1,0
TheBlindSide_058,3.75,2.0,0,0,1,0,1,0,0,1,0
TheBlindSide_059,4.75,3.5,0,0,1,0,1,0,0,1,0
TheBlindSide_060,4.875,4.0,0,0,1,0,1,0,0,1,0
TheBlindSide_061,4.125,3.5,0,0,1,0,1,0,0,1,0
TheBlindSide_062,3.125,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_063,3.875,3.0,0,0,1,0,1,0,0,1,0
TheBlindSide_064,4.625,4.5,0,0,1,0,1,0,0,1,0
